verification_status,business_name,niche,country,city,zone,original_phone,normalized_phone,wa_check_url,google_maps_url,source_url,phone_source,source_confidence,notes,verified_at
pending_manual_check,CADEVI,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 4069 2133,525540692133,https://wa.me/525540692133,https://www.google.com/maps/search/?api=1&query=CADEVI%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/9736055330,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Maternidad Santisima Trinidad,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5301 8930,525553018930,https://wa.me/525553018930,https://www.google.com/maps/search/?api=1&query=Maternidad%20Santisima%20Trinidad%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12519382118,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Clinica San Martin De Porres,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3269 7565,525532697565,https://wa.me/525532697565,https://www.google.com/maps/search/?api=1&query=Clinica%20San%20Martin%20De%20Porres%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12523337894,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Consultorio dental estética,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2641 6589,525526416589,https://wa.me/525526416589,https://www.google.com/maps/search/?api=1&query=Consultorio%20dental%20est%C3%A9tica%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12525411271,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Consultorio Dental Armenta,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 2657 8032,525526578032,https://wa.me/525526578032,https://www.google.com/maps/search/?api=1&query=Consultorio%20Dental%20Armenta%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12526741736,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Campos,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5530 7843,525555307843,https://wa.me/525555307843,https://www.google.com/maps/search/?api=1&query=Campos%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12528356157,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Consultorio Medico El Divino Redentor,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5300 3102,525553003102,https://wa.me/525553003102,https://www.google.com/maps/search/?api=1&query=Consultorio%20Medico%20El%20Divino%20Redentor%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12536918221,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Clinica Milenium,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5304 2495,525553042495,https://wa.me/525553042495,https://www.google.com/maps/search/?api=1&query=Clinica%20Milenium%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12540698469,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Consultorio dental Nami,Dental,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 3552 1501,525535521501,https://wa.me/525535521501,https://www.google.com/maps/search/?api=1&query=Consultorio%20dental%20Nami%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12544857678,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
pending_manual_check,Clinica de unidad médica integral,Clínica estética,Mexico,Ciudad de México,Lomas/Bosques/Polanco/Nápoles/San Ángel/Pedregal,+52 55 5304 1280,525553041280,https://wa.me/525553041280,https://www.google.com/maps/search/?api=1&query=Clinica%20de%20unidad%20m%C3%A9dica%20integral%20Ciudad%20de%20M%C3%A9xico%20Mexico,https://www.openstreetmap.org/node/12545705220,OpenStreetMap public phone/contact:phone tag,medium,Teléfono normalizado; requiere verificación manual en WhatsApp. El registro público de OpenStreetMap no incluye sitio web oficial.,
