opened_at,business_name,original_phone,normalized_phone,whatsapp_url,message_char_count,status,notes
2026-06-19T17:10:22,Clinica Dental Muelitas,525572342564,525572342564,https://wa.me/525572342564?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Clínica De Especialidades Dentales,525582841112,525582841112,https://wa.me/525582841112?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,"Consultorio ""Estudio dental""",525529087101,525529087101,https://wa.me/525529087101?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Alfa Y Omega,525547863775,525547863775,https://wa.me/525547863775?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Cyty,525582840023,525582840023,https://wa.me/525582840023?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Garden,525580990629,525580990629,https://wa.me/525580990629?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Integral,525522704039,525522704039,https://wa.me/525522704039?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Jacarandas,525539440639,525539440639,https://wa.me/525539440639?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Kenco,525548072331,525548072331,https://wa.me/525548072331?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Tu Sonrisa,525591030575,525591030575,https://wa.me/525591030575?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Unam,525519167672,525519167672,https://wa.me/525519167672?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Velasco,525510090032,525510090032,https://wa.me/525510090032?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Dental Visu Dent,525564624882,525564624882,https://wa.me/525564624882?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
2026-06-19T17:10:22,Consultorio Y Estetica Dental,525582842977,525582842977,https://wa.me/525582842977?text=Hola%2C%20buen%20d%C3%ADa.%0A%0ASomos%20Nexo%20Local%20Studio.%20Hacemos%20p%C3%A1ginas%20web%20r%C3%A1pidas%20y%20profesionales%20para%20negocios%20locales%2C%20conectadas%20a%20WhatsApp%2C%20ubicaci%C3%B3n%20y%20formularios.%0A%0APueden%20ver%20nuestra%20p%C3%A1gina%20aqu%C3%AD%3A%0Ahttps%3A%2F%2Fnexo-local-studio-public.vercel.app%0A%0ATenemos%20precios%20de%20lanzamiento%20desde%20%242%2C500%20MXN.%0A%0ASi%20les%20interesa%2C%20podemos%20enviarles%20una%20propuesta%20breve.%20Si%20prefieren%20no%20recibir%20m%C3%A1s%20mensajes%2C%20pueden%20responder%20%E2%80%9Cbaja%E2%80%9D.,403,opened,Verification status: not_verified
